Mr. Wrong (1996),100
Unforgettable (1996),101
Happy Gilmore (1996),102
"Bridges of Madison County, The (1995)",103
Nobody Loves Me (Keiner liebt mich) (1994),104
Muppet Treasure Island (1996),105
Catwalk (1996),106
Headless Body in Topless Bar (1995),107
Braveheart (1995),108
Taxi Driver (1976),109
Rumble in the Bronx (Hont faan kui) (1995),110
Before and After (1996),111
Margaret's Museum (1995),112
"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",113
Anne Frank Remembered (1995),114
"Young Poisoner's Handbook, The (1995)",115
If Lucy Fell (1996),116
"Steal Big, Steal Little (1995)",117
Race the Sun (1996),118
"Boys of St. Vincent, The (1992)",119
Boomerang (1992),120
Chungking Express (Chung Hing sam lam) (1994),121
"Star Maker, The (Uomo delle stelle, L') (1995)",122
Flirting With Disaster (1996),123
"NeverEnding Story III, The (1994)",124
"Silences of the Palace, The (Saimt el Qusur) (1994)",125
Jupiter's Wife (1994),126
Pie in the Sky (1996),127
Angela (1995),128
Frankie Starlight (1995),129
Jade (1995),130
Nueba Yol (1995),131
Sonic Outlaws (1995),132
Down Periscope (1996),133
From the Journals of Jean Seberg (1995),134
Man of the Year (1995),135
"Neon Bible, The (1995)",136
Target (1995),137
Up Close and Personal (1996),138
"Birdcage, The (1996)",139
Shadows (Cienie) (1988),140
Gospa (1995),141
"Brothers McMullen, The (1995)",142
Bad Boys (1995),143
"Amazing Panda Adventure, The (1995)",144
"Basketball Diaries, The (1995)",145
"Awfully Big Adventure, An (1995)",146
Amateur (1994),147
Apollo 13 (1995),148
Rob Roy (1995),149
"Addiction, The (1995)",150
Batman Forever (1995),151
Beauty of the Day (Belle de jour) (1967),152
Beyond Rangoon (1995),153
Blue in the Face (1995),154
Canadian Bacon (1995),155
Casper (1995),156
Clockers (1995),157
Congo (1995),158
Crimson Tide (1995),159
Crumb (1994),160
Desperado (1995),161
Devil in a Blue Dress (1995),162
Die Hard: With a Vengeance (1995),163
"Doom Generation, The (1995)",164
Feast of July (1995),165
First Knight (1995),166
Free Willy 2: The Adventure Home (1995),167
Hackers (1995),168
Jeffrey (1995),169
Johnny Mnemonic (1995),170
Judge Dredd (1995),171
Jury Duty (1995),172
Kids (1995),173
Living in Oblivion (1995),174
Lord of Illusions (1995),175
Love & Human Remains (1993),176
Mad Love (1995),177
Mallrats (1995),178
Mighty Morphin Power Rangers: The Movie (1995),179
Moonlight and Valentino (1995),180
Mute Witness (1994),181
Nadja (1994),182
"Net, The (1995)",183
Nine Months (1995),184
Party Girl (1995),185
"Prophecy, The (1995)",186
Reckless (1995),187
Safe (1995),188
"Scarlet Letter, The (1995)",189
"Show, The (1995)",190
Showgirls (1995),191
Smoke (1995),192
Something to Talk About (1995),193
Species (1995),194
"Stars Fell on Henrietta, The (1995)",195
Strange Days (1995),196
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",197
"Tie That Binds, The (1995)",198
Three Wishes (1995),199
Total Eclipse (1995),200
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",201
Under Siege 2: Dark Territory (1995),202
Unstrung Heroes (1995),203
Unzipped (1995),204
"Walk in the Clouds, A (1995)",205
Waterworld (1995),206
White Man's Burden (1995),207
Wild Bill (1995),208
"Browning Version, The (1994)",209
Bushwhacked (1995),210
Burnt by the Sun (Utomlyonnye solntsem) (1994),211
Before the Rain (Pred dozhdot) (1994),212
Before Sunrise (1995),213
Billy Madison (1995),214
"Babysitter, The (1995)",215
Boys on the Side (1995),216
"Cure, The (1995)",217
Castle Freak (1995),218
Circle of Friends (1995),219
Clerks (1994),220
Don Juan DeMarco (1995),221
Disclosure (1994),222
Dream Man (1995),223
Drop Zone (1994),224
Destiny Turns on the Radio (1995),225
Death and the Maiden (1994),226
Dolores Claiborne (1995),227
Dumb & Dumber (Dumb and Dumber) (1994),228
Eat Drink Man Woman (Yin shi nan nu) (1994),229
Exotica (1994),230
Exit to Eden (1994),231
Ed Wood (1994),232
French Kiss (1995),233
Forget Paris (1995),234
Far From Home: The Adventures of Yellow Dog (1995),235
"Goofy Movie, A (1995)",236
Hideaway (1995),237
Fluke (1995),238
Farinelli: il castrato (1994),239
Gordy (1995),240
Gumby: The Movie (1995),241
"Glass Shield, The (1994)",242
Hoop Dreams (1994),243
Heavenly Creatures (1994),244
Houseguest (1994),245
Immortal Beloved (1994),246
Heavyweights (Heavy Weights) (1995),247
"Hunted, The (1995)",248
I.Q. (1994),249
Interview with the Vampire: The Vampire Chronicles (1994),250
Jefferson in Paris (1995),251
"Jerky Boys, The (1995)",252
Junior (1994),253
Just Cause (1995),254
"Kid in King Arthur's Court, A (1995)",255
Kiss of Death (1995),256
Star Wars: Episode IV - A New Hope (1977),257
Little Women (1994),258
"Little Princess, A (1995)",259
Ladybird Ladybird (1994),260
"Enfer, L' (1994)",261
Like Water for Chocolate (Como agua para chocolate) (1992),262
Legends of the Fall (1994),263
Major Payne (1995),264
Little Odessa (1994),265
My Crazy Life (Mi vida loca) (1993),266
Love Affair (1994),267
Losing Isaiah (1995),268
"Madness of King George, The (1994)",269
Mary Shelley's Frankenstein (Frankenstein) (1994),270
Man of the House (1995),271
Mixed Nuts (1994),272
Milk Money (1994),273
Miracle on 34th Street (1994),274
Miami Rhapsody (1995),275
My Family (1995),276
Murder in the First (1995),277
Nobody's Fool (1994),278
Nell (1994),279
New Jersey Drive (1995),280
New York Cop (Nyû Yôku no koppu) (1993),281
Beyond Bedlam (1993),282
Nemesis 2: Nebula (1995),283
Nina Takes a Lover (1994),284
Natural Born Killers (1994),285
Only You (1994),286
Once Were Warriors (1994),287
Poison Ivy II (1996),288
Outbreak (1995),289
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),290
"Perez Family, The (1995)",291
"Pyromaniac's Love Story, A (1995)",292
Pulp Fiction (1994),293
Panther (1995),294
Pushing Hands (Tui shou) (1992),295
Priest (1994),296
Quiz Show (1994),297
Picture Bride (Bijo photo) (1994),298
"Queen Margot (Reine Margot, La) (1994)",299
"Quick and the Dead, The (1995)",300
Roommates (1995),301
Ready to Wear (Pret-A-Porter) (1994),302
Three Colors: Red (Trois couleurs: Rouge) (1994),303
Three Colors: Blue (Trois couleurs: Bleu) (1993),304
Three Colors: White (Trzy kolory: Bialy) (1994),305
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",306
Rent-a-Kid (1995),307
Relative Fear (1994),308
Stuart Saves His Family (1995),309
"Swan Princess, The (1994)",310
"Secret of Roan Inish, The (1994)",311
"Specialist, The (1994)",312
Stargate (1994),313
"Santa Clause, The (1994)",314
"Shawshank Redemption, The (1994)",315
Shallow Grave (1994),316
Suture (1993),317
Strawberry and Chocolate (Fresa y chocolate) (1993),318
Swimming with Sharks (1995),319
"Sum of Us, The (1994)",320
National Lampoon's Senior Trip (1995),321
To Live (Huozhe) (1994),322
Tank Girl (1995),323
Tales from the Crypt Presents: Demon Knight (1995),324
Star Trek: Generations (1994),325
Tales from the Hood (1995),326
Tom & Viv (1994),327
Village of the Damned (1995),328
Tommy Boy (1995),329
Vanya on 42nd Street (1994),330
Underneath (1995),331
"Walking Dead, The (1995)",332
What's Eating Gilbert Grape (1993),333
Virtuosity (1995),334
While You Were Sleeping (1995),335
"War, The (1994)",336
Double Happiness (1994),337
Muriel's Wedding (1994),338
"Baby-Sitters Club, The (1995)",339
Ace Ventura: Pet Detective (1994),340
"Adventures of Priscilla, Queen of the Desert, The (1994)",341
Backbeat (1993),342
Bitter Moon (1992),343
Bullets Over Broadway (1994),344
Clear and Present Danger (1994),345
"Client, The (1994)",346
"Corrina, Corrina (1994)",347
Crooklyn (1994),348
"Crow, The (1994)",349
Cobb (1994),350
"Flintstones, The (1994)",351
Forrest Gump (1994),352
Four Weddings and a Funeral (1994),353
Higher Learning (1995),354
I Like It Like That (1994),355
I Love Trouble (1994),356
It Could Happen to You (1994),357
"Jungle Book, The (1994)",358
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",359
"Lion King, The (1994)",360
Little Buddha (1993),361
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",362
"Mask, The (1994)",363
Maverick (1994),364
Mrs. Parker and the Vicious Circle (1994),365
Naked Gun 33 1/3: The Final Insult (1994),366
"Paper, The (1994)",367
Reality Bites (1994),368
Red Rock West (1992),369
Richie Rich (1994),370
Safe Passage (1994),371
"River Wild, The (1994)",372
Speed (1994),373
Speechless (1994),374
Timecop (1994),375
True Lies (1994),376
When a Man Loves a Woman (1994),377
Wolf (1994),378
Wyatt Earp (1994),379
Bad Company (1995),380
"Man of No Importance, A (1994)",381
S.F.W. (1994),382
"Low Down Dirty Shame, A (1994)",383
Boys Life (1995),384
"Colonel Chabert, Le (1994)",385
Faster Pussycat! Kill! Kill! (1965),386
Jason's Lyric (1994),387
"Secret Adventures of Tom Thumb, The (1993)",388
Street Fighter (1994),389
Coldblooded (1995),390
Desert Winds (1995),391
Fall Time (1995),392
"Fear, The (1995)",393
Frank and Ollie (1995),394
Girl in the Cadillac (1995),395
Homage (1995),396
Mirage (1995),397
Open Season (1996),398
Two Crimes (Dos crímenes) (1995),399
Brother Minister: The Assassination of Malcolm X (1994),400
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),401
Federal Hill (1994),402
In the Mouth of Madness (1995),403
8 Seconds (1994),404
Above the Rim (1994),405
Addams Family Values (1993),406
Martin Lawrence: You So Crazy (1994),407
"Age of Innocence, The (1993)",408
Airheads (1994),409
"Air Up There, The (1994)",410
Another Stakeout (1993),411
Bad Girls (1994),412
Barcelona (1994),413
Being Human (1993),414
"Beverly Hillbillies, The (1993)",415
Beverly Hills Cop III (1994),416
Black Beauty (1994),417
Blink (1994),418
Blown Away (1994),419
Blue Chips (1994),420
Blue Sky (1994),421
Body Snatchers (1993),422
Boxing Helena (1993),423
"Bronx Tale, A (1993)",424
Cabin Boy (1994),425
Calendar Girl (1993),426
Carlito's Way (1993),427
City Slickers II: The Legend of Curly's Gold (1994),428
Clean Slate (1994),429
Cliffhanger (1993),430
Coneheads (1993),431
Color of Night (1994),432
Cops and Robbersons (1994),433
"Cowboy Way, The (1994)",434
Dangerous Game (1993),435
Dave (1993),436
Dazed and Confused (1993),437
Demolition Man (1993),438
"Endless Summer 2, The (1994)",439
Even Cowgirls Get the Blues (1993),440
Fatal Instinct (1993),441
Farewell My Concubine (Ba wang bie ji) (1993),442
"Favor, The (1994)",443
Fearless (1993),444
Fear of a Black Hat (1994),445
With Honors (1994),446
Flesh and Bone (1993),447
Widows' Peak (1994),448
For Love or Money (1993),449
"Firm, The (1993)",450
Free Willy (1993),451
Fresh (1994),452
"Fugitive, The (1993)",453
Geronimo: An American Legend (1993),454
"Getaway, The (1994)",455
Getting Even with Dad (1994),456
Go Fish (1994),457
"Good Man in Africa, A (1994)",458
Guilty as Sin (1993),459
Hard Target (1993),460
Heaven & Earth (1993),461
Hot Shots! Part Deux (1993),462
Live Nude Girls (1995),463
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",464
"House of the Spirits, The (1993)",465
House Party 3 (1994),466
"Hudsucker Proxy, The (1994)",467
I'll Do Anything (1994),468
In the Army Now (1994),469
In the Line of Fire (1993),470
In the Name of the Father (1993),471
"Inkwell, The (1994)",472
What's Love Got to Do with It? (1993),473
Jimmy Hollywood (1994),474
Judgment Night (1993),475
Jurassic Park (1993),476
Kalifornia (1993),477
Killing Zoe (1994),478
King of the Hill (1993),479
Lassie (1994),480
Last Action Hero (1993),481
Life with Mikey (1993),482
Lightning Jack (1994),483
M. Butterfly (1993),484
Made in America (1993),485
Malice (1993),486
"Man Without a Face, The (1993)",487
Manhattan Murder Mystery (1993),488
Menace II Society (1993),489
Executive Decision (1996),490
In the Realm of the Senses (Ai no corrida) (1976),491
What Happened Was... (1994),492
Much Ado About Nothing (1993),493
Mr. Jones (1993),494
Mr. Wonderful (1993),495
Mrs. Doubtfire (1993),496
Naked (1993),497
"Next Karate Kid, The (1994)",498
"New Age, The (1994)",499
No Escape (1994),500
North (1994),501
Orlando (1992),502
"Perfect World, A (1993)",503
Philadelphia (1993),504
"Piano, The (1993)",505
Poetic Justice (1993),506
"Program, The (1993)",507
"Puppet Masters, The (1994)",508
Radioland Murders (1994),509
"Ref, The (1994)",510
"Remains of the Day, The (1993)",511
Renaissance Man (1994),512
Rising Sun (1993),513
"Road to Wellville, The (1994)",514
RoboCop 3 (1993),515
Robin Hood: Men in Tights (1993),516
Romeo Is Bleeding (1993),517
Romper Stomper (1992),518
Ruby in Paradise (1993),519
Rudy (1993),520
"Saint of Fort Washington, The (1993)",521
"Savage Nights (Nuits fauves, Les) (1992)",522
Schindler's List (1993),523
"Scout, The (1994)",524
Searching for Bobby Fischer (1993),525
Second Best (1994),526
"Secret Garden, The (1993)",527
Serial Mom (1994),528
"Shadow, The (1994)",529
Shadowlands (1993),530
Short Cuts (1993),531
"Simple Twist of Fate, A (1994)",532
Sirens (1994),533
Six Degrees of Separation (1993),534
Sleepless in Seattle (1993),535
Sliver (1993),536
Blade Runner (1982),537
Son in Law (1993),538
So I Married an Axe Murderer (1993),539
Striking Distance (1993),540
Harem (1985),541
Super Mario Bros. (1993),542
Surviving the Game (1994),543
Terminal Velocity (1994),544
Thirty-Two Short Films About Glenn Gould (1993),545
Threesome (1994),546
"Nightmare Before Christmas, The (1993)",547
"Three Musketeers, The (1993)",548
Tombstone (1993),549
Trial by Jury (1994),550
True Romance (1993),551
"War Room, The (1993)",552
"Pagemaster, The (1994)",553
"Paris, France (1993)",554
"Beans of Egypt, Maine, The (1994)",555
Killer (Bulletproof Heart) (1994),556
Welcome to the Dollhouse (1995),557
Germinal (1993),558
Chasers (1994),559
Cronos (1993),560
Naked in New York (1994),561
Kika (1993),562
Bhaji on the Beach (1993),563
Little Big League (1994),564
"Slingshot, The (Kådisbellan) (1993)",565
"Wedding Gift, The (1994)",566
Foreign Student (1994),567
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",568
Spanking the Monkey (1994),569
"Little Rascals, The (1994)",570
Fausto (1993),571
Andre (1994),572
"Escort, The (Scorta, La) (1993)",573
Princess Caraboo (1994),574
"Celluloid Closet, The (1995)",575
Métisse (Café au Lait) (1993),576
Dear Diary (Caro Diario) (1994),577
I Don't Want to Talk About It (De eso no se habla) (1993),578
"Brady Bunch Movie, The (1995)",579
Home Alone (1990),580
Ghost (1990),581
Aladdin (1992),582
Terminator 2: Judgment Day (1991),583
Dances with Wolves (1990),584
Tough and Deadly (1995),585
Batman (1989),586
"Silence of the Lambs, The (1991)",587
Snow White and the Seven Dwarfs (1937),588
Beauty and the Beast (1991),589
Pinocchio (1940),590
Pretty Woman (1990),591
Window to Paris (Okno v Parizh) (1994),592
"Wild Bunch, The (1969)",593
Love and a .45 (1994),594
"Wooden Man's Bride, The (Yan shen) (1994)",595
"Great Day in Harlem, A (1994)",596
"Bye Bye, Love (1995)",597
Criminals (1996),598
One Fine Day (1996),599
Candyman: Farewell to the Flesh (1995),600
Century (1993),601
Fargo (1996),602
Homeward Bound II: Lost in San Francisco (1996),603
Heavy Metal (1981),604
Hellraiser: Bloodline (1996),605
"Pallbearer, The (1996)",606
Jane Eyre (1996),607
Loaded (1994),608
Bread and Chocolate (Pane e cioccolata) (1973),609
"Aristocats, The (1970)",610
"Flower of My Secret, The (La flor de mi secreto) (1995)",611
Two Much (1995),612
Ed (1996),613
Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),614
My Favorite Season (1993),615
"Modern Affair, A (1995)",616
Condition Red (Beyond the Law) (1995),617
Asfour Stah (1990),618
"Thin Line Between Love and Hate, A (1996)",619
"Last Supper, The (1995)",620
Primal Fear (1996),621
Rude (1995),622
Carried Away (1996),623
All Dogs Go to Heaven 2 (1996),624
Land and Freedom (Tierra y libertad) (1995),625
Denise Calls Up (1995),626
Theodore Rex (1995),627
"Family Thing, A (1996)",628
Frisk (1995),629
Sgt. Bilko (1996),630
Jack and Sarah (1995),631
Girl 6 (1996),632
Diabolique (1996),633
"Little Indian, Big City (Un indien dans la ville) (1994)",634
Roula (1995),635
Peanuts - Die Bank zahlt alles (1996),636
Happy Weekend (1996),637
Nelly & Monsieur Arnaud (1995),638
Courage Under Fire (1996),639
Mission: Impossible (1996),640
Cold Fever (Á köldum klaka) (1995),641
Moll Flanders (1996),642
"Superweib, Das (1996)",643
"301, 302 (301/302) (1995)",644
Dragonheart (1996),645
And Nobody Weeps for Me (Und keiner weint mir nach) (1996),646
My Mother's Courage (Mutters Courage) (1995),647
Eddie (1996),648
Yankee Zulu (1994),649
Billy's Holiday (1995),650
Purple Noon (Plein soleil) (1960),651
August (1996),652
James and the Giant Peach (1996),653
Fear (1996),654
Kids in the Hall: Brain Candy (1996),655
Faithful (1996),656
Underground (1995),657
All Things Fair (Lust och fägring stor) (1995),658
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),659
Song of the Little Road (Pather Panchali) (1955),660
"World of Apu, The (Apur Sansar) (1959)",661
Mystery Science Theater 3000: The Movie (1996),662
Tarantella (1995),663
Space Jam (1996),664
Barbarella (1968),665
Hostile Intentions (1994),666
They Bite (1996),667
Some Folks Call It a Sling Blade (1993),668
"Run of the Country, The (1995)",669
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",670
Coup de torchon (Clean Slate) (1981),671
Tigrero: A Film That Was Never Made (1994),672
"Eye of Vichy, The (Oeil de Vichy, L') (1993)",673
Windows (1980),674
It's My Party (1996),675
Country Life (1994),676
Operation Dumbo Drop (1995),677
"Promise, The (Versprechen, Das) (1995)",678
Mrs. Winterbourne (1996),679
Solo (1996),680
Under the Domim Tree (Etz Hadomim Tafus) (1994),681
"Substitute, The (1996)",682
True Crime (1996),683
Butterfly Kiss (1995),684
Feeling Minnesota (1996),685
Delta of Venus (1995),686
To Cross the Rubicon (1991),687
Angus (1995),688
Daens (1992),689
Faces (1968),690
Boys (1996),691
"Quest, The (1996)",692
Cosi (1996),693
Sunset Park (1996),694
Mulholland Falls (1996),695
"Truth About Cats & Dogs, The (1996)",696
Oliver & Company (1988),697
Celtic Pride (1996),698
Flipper (1996),699
Captives (1994),700
Of Love and Shadows (1994),701
Dead Man (1995),702
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",703
Switchblade Sisters (1975),704
Mouth to Mouth (Boca a boca) (1995),705
"Visitors, The (Visiteurs, Les) (1993)",706
Multiplicity (1996),707
Wallace & Gromit: The Best of Aardman Animation (1996),708
Halfmoon (Paul Bowles - Halbmond) (1995),709
"Haunted World of Edward D. Wood Jr., The (1996)",710
Two Friends (1986),711
"Craft, The (1996)",712
"Great White Hype, The (1996)",713
Last Dance (1996),714
War Stories (1995),715
Cold Comfort Farm (1995),716
"Institute Benjamenta, or This Dream People Call Human Life (1995)",717
Low Life (1994),718
Heaven's Prisoners (1996),719
Original Gangstas (1996),720
"Rock, The (1996)",721
Getting Away With Murder (1996),722
Cemetery Man (Dellamorte Dellamore) (1994),723
Twister (1996),724
Barb Wire (1996),725
"Garçu, Le (1995)",726
Honey Moon (Honigmond) (1996),727
Ghost in the Shell (Kôkaku kidôtai) (1995),728
Thinner (1996),729
Spy Hard (1996),730
Brothers in Trouble (1995),731
Wallace & Gromit: A Close Shave (1995),732
Force of Evil (1948),733
"Stupids, The (1996)",734
"Arrival, The (1996)",735
"Man from Down Under, The (1943)",736
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),737
Careful (1992),738
Vermont Is For Lovers (1992),739
"Month by the Lake, A (1995)",740
Gold Diggers: The Secret of Bear Mountain (1995),741
Kim (1950),742
Carmen Miranda: Bananas Is My Business (1994),743
Ashes of Time (Dung che sai duk) (1994),744
"Jar, The (Khomreh) (1992)",745
Maya Lin: A Strong Clear Vision (1994),746
Stalingrad (1993),747
"Phantom, The (1996)",748
Striptease (1996),749
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",750
Heavy (1995),751
Jack (1996),752
I Shot Andy Warhol (1996),753
"Grass Harp, The (1995)",754
Someone Else's America (1995),755
Marlene Dietrich: Shadow and Light (1996),756
Costa Brava (1946),757
"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",758
Quartier Mozart (1992),759
Touki Bouki (1973),760
Wend Kuuni (a.k.a. God's Gift) (1982),761
Spirits of the Dead (1968),762
Babyfever (1994),763
Pharaoh's Army (1995),764
Trainspotting (1996),765
'Til There Was You (1997),766
Independence Day (a.k.a. ID4) (1996),767
Stealing Beauty (1996),768
"Fan, The (1996)",769
"Hunchback of Notre Dame, The (1996)",770
"Cable Guy, The (1996)",771
Kingpin (1996),772
Eraser (1996),773
"Gate of Heavenly Peace, The (1995)",774
"Nutty Professor, The (1996)",775
"I, the Worst of All (Yo, la peor de todas) (1990)",776
"Unforgettable Summer, An (Un été inoubliable) (1994)",777
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",778
"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",779
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),780
Midnight Dancers (Sibak) (1994),781
Somebody to Love (1994),782
"Very Natural Thing, A (1974)",783
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",784
Daylight (1996),785
"Frighteners, The (1996)",786
Lone Star (1996),787
Harriet the Spy (1996),788
Phenomenon (1996),789
Walking and Talking (1996),790
She's the One (1996),791
"Time to Kill, A (1996)",792
American Buffalo (1996),793
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",794
Alaska (1996),795
Fled (1996),796
Kazaam (1996),797
Magic Hunter (Büvös vadász) (1994),798
Larger Than Life (1996),799
"Boy Called Hate, A (1995)",800
Power 98 (1996),801
Two Deaths (1995),802
"Very Brady Sequel, A (1996)",803
Stefano Quantestorie (1993),804
"Death in the Garden (Mort en ce jardin, La) (1956)",805
"Crude Oasis, The (1995)",806
Hedd Wyn (1992),807
"Collector, The (La collectionneuse) (1967)",808
Kaspar Hauser (1993),809
Regular Guys (Echte Kerle) (1996),810
Women Robbers (Diebinnen) (1995),811
"Convent, The (O Convento) (1995)",812
"Adventures of Pinocchio, The (1996)",813
Joe's Apartment (1996),814
"First Wives Club, The (1996)",815
Stonewall (1995),816
Ransom (1996),817
High School High (1996),818
Phat Beach (1996),819
Foxfire (1996),820
Chain Reaction (1996),821
Matilda (1996),822
Emma (1996),823
"Crow: City of Angels, The (1996)",824
House Arrest (1996),825
"Eyes Without a Face (Yeux sans visage, Les) (1959)",826
Tales from the Crypt Presents: Bordello of Blood (1996),827
Lotto Land (1995),828
"Story of Xinghua, The (Xinghua san yue tian) (1994)",829
"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",830
Flirt (1995),831
"Big Squeeze, The (1996)",832
"Spitfire Grill, The (1996)",833
Escape from L.A. (1996),834
Cyclo (Xich lo) (1995),835
Basquiat (1996),836
Tin Cup (1996),837
Dingo (1991),838
"Ballad of Narayama, The (Narayama Bushiko) (1958)",839
Every Other Weekend (Un week-end sur deux) (1990),840
Mille bolle blu (1993),841
Crows and Sparrows (Wuya yu maque) (1949),842
"Godfather, The (1972)",843
"Hippie Revolution, The (1996)",844
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",845
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),846
Manny & Lo (1996),847
"Wife, The (1995)",848
Small Faces (1996),849
Bound (1996),850
Carpool (1996),851
Death in Brunswick (1991),852
Kansas City (1996),853
Gone Fishin' (1997),854
Lover's Knot (1996),855
Vive L'Amour (Ai qing wan sui) (1994),856
Shadow of Angels (Schatten der Engel) (1976),857
Killer: A Journal of Murder (1995),858
Nothing to Lose (1994),859
Supercop 2 (Project S) (Chao ji ji hua) (1993),860
Girls Town (1996),861
Bye-Bye (1995),862
"Relic, The (1997)",863
"Island of Dr. Moreau, The (1996)",864
First Kid (1996),865
"Trigger Effect, The (1996)",866
Sweet Nothing (1996),867
Bogus (1996),868
Bulletproof (1996),869
Talk of Angels (1998),870
Land Before Time III: The Time of the Great Giving (1995),871
1-900 (06) (1994),872
Baton Rouge (Bâton rouge) (1988),873
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),874
Twelfth Night (1996),875
Mother Night (1996),876
Liebelei (1933),877
Venice/Venice (1992),878
Wild Reeds (Les roseaux sauvages) (1994),879
For Whom the Bell Tolls (1943),880
"Philadelphia Story, The (1940)",881
Singin' in the Rain (1952),882
"American in Paris, An (1951)",883
Funny Face (1957),884
Breakfast at Tiffany's (1961),885
Vertigo (1958),886
Rear Window (1954),887
It Happened One Night (1934),888
Gaslight (1944),889
"Gay Divorcee, The (1934)",890
North by Northwest (1959),891
"Apartment, The (1960)",892
